,tweet,label,translated
806,어니내본계여기탐라에까지들어왔얼 https://t.co/fF6xot9UvF,0,"Ernie, my real home, I came all the way to Tamna https://t.co/fF6xot9UvF"
807,"지금 MyTopFans for Twitter 시도! #mytopfans
https://t.co/2cymgMiDr4",0,"Try MyTopFans for Twitter now! #mytopfans
https://t.co/2cymgMiDr4"
808,아니 나는 음악 계속할 수 있을 줄 알고 안했지 ... 🤪 왜 음대생들이 3학년쯤 되면 교류도 줄어들고 어딘가로 조용히 사라지는지 알았어야 했는데 더 빨리,0,"No, I didn't do it because I thought I could continue with music... 🤪 I should have known why music students' interactions decrease and they quietly disappear somewhere around their third year. I should have done it sooner."
809,교 류교류 교 류 교류교류,0,Exchange Exchange Exchange Exchange Exchange
810,어 ㅋㅋ 토미가 같이 산책했다고 해서 와 좋았겠다 생각했어. 역시 많이 걸었구나 ㅋㅋ 난 퇴근해서 밥먹고 잇힝트립 봤어 ㅋ 나도 너무 보고싶다. 민주 맛있는 밥 먹고 잘 쉬어~#민주메일,0,"Uh haha, I thought it would be nice to hear that Tommy went for a walk together. She walked a lot, after all. After work, I ate and watched It Hing Trip. I miss her so much too. Minjoo, eat a delicious meal and rest well~ #MinjooMail"
811,진수님 공계 무슨일? 사실 인기쟁이엿던거죠... 저만 또 모르고.......,0,"Jinsu, what's going on in the engineering field? In fact, he was popular... I was the only one who didn't know..."
812,인스타 안하는 사람은 가게가 언제 열고 닫는지 알수도 없나. 진저리난다 정말.,0,People who don't use Instagram can't even know when a store opens and closes. I'm really fed up.
813,왜 저를 죽고 싶게 만든ㄷ교ㅣㅂ왜구러냐세요누누시발ㄴ ㅇ어어아ㅏ아아아가악 살여주세요,1,Why did you make me want to die? Why are you doing this? Please help me.
814,앙! 앙! (해피 햅삐💕💕) https://t.co/oMfbgjZ0c2,0,yes! yes! (Happy Happi💕💕) https://t.co/oMfbgjZ0c2
815,허리가 아프구나,0,My back hurts.
816,난. .사실 오나전 시러해. . .글애서. .나전지오도 지뢰였음. . . . 외인지는. . 다들 바클을.정주행한다면 알것임. .사랑하고십지만. .나랑할수업는. .캐릭터. .내가 먹는 나전지오는 바클 드라마 AU로 나전지오가 연기자였을때 . .뿐임. .모진말하는 대사치다 상처받지 않았는지 지오걱정라는 나전,1,"I am. .Actually, Onajeon is pale. . .In writing. .Najeonjio was also a land mine. . . . Is it external? . Everyone will know if you drive Barkle regularly. .I love you. .What class are you going to do with me? .character. .The Najeonjio I eat is a Barkle drama AU when Najeonjio was an actor. .only. Mother-of-pearl says she's worried about Ji-oh, asking if she's hurt."
817,타트체리 효능과 부작용 https://t.co/bWuPeCuk2U,0,Tart cherry benefits and side effects https://t.co/bWuPeCuk2U
818,와우.  . . . .,0,wow.  . . . .
819,남편도 남편대로 이고 가는 짐이 있다는걸 알고 오롯이 혼자 견디고 있는것도 알고 있다. 아무리 가까운 부부라도 나눠가질 수 없는 짐이 서로를 외롭게 하는것 같다. 아무리 말해도 이해할 수 없는 어떤게 하나씩은 있다. 그 하나가 때로는 벽처럼 느껴진다. 당신도 그렇겠지. 가끔은 쓸쓸한 관계다.,1,"I know that my husband has his own burdens to bear, and I also know that he is enduring them alone. No matter how close a couple is, there are burdens that cannot be shared, and they seem to make each other lonely. No matter how much you talk, there is something that cannot be understood. Sometimes, that one thing feels like a wall. I guess you are the same. Sometimes, it is a lonely relationship."
820,리) 그냥 죽어 없어져야 하는 쓰레기 아닐까?,1,Lee) Isn’t it just trash that should die and disappear?
821,Aㅏ 난 내일 학교라서 그래미 못 봐 보면 내일 난 죽고말꺼야... 이만 퇴트 할께 다들 잘 자..,1,"Aㅏ I have school tomorrow, so if I don't watch the Grammys, I'll die tomorrow... I'll leave now, sleep well everyone..."
822,"이누야샤를 못봐서 느낌을 못 살린 거 같아 슬프구맘,,, https://t.co/iUgBxh8iMF",1,"I'm sad that I didn't get the feeling because I couldn't see Inuyasha,,, https://t.co/iUgBxh8iMF"
823,그런데 물건은 뭔지 단서가 없고 No Easy Day는 헤를라자일 가능성이 높다는 거고?! 난 들어보면 일단 죽은 사람 맞을것 같은데... 만약 살아있다면 나중에 언젠가 헤를라자를 잡아서 정치권에서 지지율을 높이거나 뭐 그런 방식으로 사용하겠지???아닝가??,1,"But there is no clue what the item is, and No Easy Day is most likely Herlaza?! If you listen to it, it seems like he is dead... If he is alive, he will capture Herlaza at some point in the future and use it in the political world to increase his approval rating or something like that???"
824,또 왔다 우울감과 자살충동,1,Depression and suicidal impulses come again
825,"당최 이해가 안가는 것은 작가님과 기업관계에 대체 무슨 일이 있었길래 기업의 ""마케팅비용과 내부인건비""를 작가님이 책임지셔야 하시는건지...???",0,"What I don't understand is what happened in the relationship between the writer and the company that makes the writer responsible for the company's ""marketing costs and internal labor costs""...???"
826,팔을 때려달라고 하세요 그럼 죽지는 않아요 (속닥) https://t.co/mqxaMSZXFc,1,Ask them to hit you on the arm and you won't die (whisper) https://t.co/mqxaMSZXFc
827,"내 인생 최악의 만남ㅅㅂ
자살하고싶다ㅅㅂㅅㅂㅅㅂㅅㅂㅅㅂ돈내지말걸 https://t.co/0zcdJwjGcN",1,Worst meeting in my lifef**k I want to kill myselff**k I shouldn't have paid https://t.co/0zcdJwjGcN
828,"지리산 칠불사에는
가락국 김수로왕과 허황후가 출가한 일곱 왕자의 성불을 기원하고 그림자로나마 보고싶은 마음으로 팠다는 影池와
1번 불때면 100일 온기가 갔다는 아자방이  있다
영지는 김해김씨 우리집안 조상님 일이고
나도 아궁이방 만든 경험이 있어 정답다
또 경내에 채소밭이 가슴에 닿았다 https://t.co/a4v43cXvLl",0,"At Chilbulsa Temple on Jiri Mountain
The pond is said to have been dug by King Kim Suro and Empress Heo of the Garak Kingdom to pray for the attainment of Buddhahood for the seven princes who became monks and to see them at least as a shadow.
There is a room that is said to be warm for 100 days with just one fire.
The territory is the work of our ancestors from the Gimhae Kim clan.
The correct answer is because I also have experience building a furnace room.
Also, the vegetable garden on the grounds touched my heart https://t.co/a4v43cXvLl"
829,"이이언의 새 작업에 대해선 언제든 기대가 가득하고, 이번 싱글에서도 기대한 무드와 기대하지 않았던 접합이 있어서 재밌었네🥰 〈Mad Tea Party〉 https://t.co/P70GFgGbUW",0,"I'm always looking forward to Lee Ian's new work, and this single was fun because it had the combination of the expected mood and the unexpected🥰 〈Mad Tea Party〉 https://t.co/P70GFgGbUW"
830,"잘 들어 박해안이
깡- https://t.co/oY4DPtHWF2",0,"Listen carefully, Park Hae-an.
Gang - https://t.co/oY4DPtHWF2"
831,"방금 보내고 와씀,,",0,"I just sent it to you,,"
832,배고프다,0,hungry
833,"(자동트윗)
https://t.co/fvuCLkvLao
리퀘박스 만들었습니다!!! 잘 읽어보시고 신청해주세요!!ㅠㅠ",0,"(automatic tweet)
https://t.co/fvuCLkvLao
I created a request box!!! Please read carefully and apply!!ㅠㅠ"
834,"2020-04-17 주간 인기상 투표 3회 인증완료!

 https://t.co/x5KHGonwzm
by 멜론아지톡 https://t.co/I5nTD1vzai",0,"2020-04-17 Weekly Popularity Award 3 votes confirmed!

 https://t.co/x5KHGonwzm
by Melon Ajitalk https://t.co/I5nTD1vzai"
835,"그림 그리고 싶고 게임도 하고싶고 그런데 할 시간이 없다.

왜 모든 책임감을 내가 져야하며, 그래놓고 나는 부모님에게 아랫사람으로 존재해야하는가?

가족 운운하면서 서열을논하는게 너무 모순적이라 역겨워 죽겠다.

그것들을 무기로 휘둘러대니 우습다 못해 토할지경이야.",1,"I want to draw and play games, but I don't have time to do so.

Why do I have to take all the responsibility, and why do I have to exist as a subordinate to my parents?

Discussing hierarchy while talking about family is so contradictory that it makes me sick to death.

Brandishing them as weapons is so funny it makes me vomit."
836,"출근시간, 점심시간, 퇴근~자기 직전

거의 이렇게밖에 트위터 못들어와서 교류 눈에 띄게 줄었어요.,. 죽은거 아니니까 탐둬탐둬

무슨 소식 떠도 뒷북치니까 괜찮은 소식은 태그해주시면 감사하겠습니다",1,"During commuting hours, lunchtime, after work~right before bed

I can barely log into Twitter like this, so my interactions have noticeably decreased.,. I'm not dead, so keep looking

I'll keep following along no matter what news comes up, so if you have any good news, please tag me."
837,하천 열시미 다녀와서 잠 겁나 잘 올줄 알았는대 눈만 피곤하고 잠이 안온다... 허리만 아프고 이건 뭐 걸어다니는 병이냐구요....,1,"I thought I would sleep very well after going to the river at 10 o'clock, but my eyes are tired and I can't sleep... Only my back hurts and I wonder if this is some kind of walking sickness...."
838,어어우우우ㅜ우우우우우ㅜㅜㅜㅜㅜㅇ웅에에애아ㅏㅇ 죽지마ㅏㅜㅠㅠㅠㅠㅠㅠㅠㅠㅜㅜ여부ㅜㅜㅜㅜㅜㅠㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅠㅠㅠㅠㅠㅠㅠ흐어어어어어어어어어우우우우ㅠㅜㅜㅜㅜㅜ https://t.co/T1OUP8PcCN,1,Ohh ...
839,Q10. 불안하거나 맘에 안들면 회피하거나 무시하는 경양이있음,1,"Q10. If you feel anxious or don't like it, you tend to avoid it or ignore it."
840,ㅇㄱㄹㅇ.. 개인적으로 자신이 만들어낸것에 &gt;성적&lt;도 포함되는듯 작년에 일본어 1등했을 때 애들이 말뿐이었겠지만 어쨌든 축하해주고 대단하다 해줬을 때 기분 엄청 좋았음 대학갈 땐 아무 쓸모 없는 과목이라 자랑도 편하게 했던거같음 아 이래서 손절당했나🤔 https://t.co/Idq1hRY4lf,1,"ㅇㄱㄹㅇ.. Personally, I think &gt;grades&lt; are also included in what I have created. When I got first place in Japanese last year, the kids may have only said things to me, but anyway, I felt really good when they congratulated me and told me I was great. It was a useless subject when I went to college. It seems like he was comfortable showing off. Ah, is this why he got cut off🤔 https://t.co/Idq1hRY4lf"
841,너무 피곤한데 잠도 안오고,1,I'm so tired but I can't sleep
842,감시자 또 텔 탐 무승부는 죽어도 싫었나 봄 죄수 한대 맞아서 우리 못 기다리고 나감 용병 아대도 남았고 나도 포탈 남아서 길 뚫어서 잘 나갔지롱,1,"The watcher also didn't want to die for Tel Tam's draw. The spring prisoner was hit so we couldn't wait and left. The mercenary group also stayed behind, and I also stayed behind the portal and cleared the way, so we got out."
843,"어제도 푹 자지 못하고 뒤척였다면?
⠀
✔️낮부터 카페인은 줄이고
✔️가볍게 운동하고
✔️차 한 잔으로 진정하기!
⠀
카페인이 없고 몸을 따스하게 해주는 성분들로 블렌딩된 고소한 밤의 차는 여러분을 꿈나라로 인도할 거예요.🥱
⠀
알디프의 베스트셀러, ‘밤의차’ 로 안온한 밤의 리듬을 찾아보세요🌌 https://t.co/kuvzoxcuTL",0,"What if you couldn’t sleep well yesterday and tossed and turned?
⠀
✔️Reduce caffeine from the daytime
✔️Exercise lightly
✔️Calm down with a cup of tea!
⠀
This fragrant night tea, which is caffeine-free and blended with body-warming ingredients, will lead you to dreamland.🥱
⠀
Find the rhythm of a peaceful night with RDIF’s bestseller, ‘Night Tea’🌌 https://t.co/kuvzoxcuTL"
844,...... 너는 나한테서 오예스를 뺏는다는 게 무기야? https://t.co/OqTzmAP3KX,0,... Is taking Oyes from me a weapon? https://t.co/OqTzmAP3KX
845,뭔데 김갃 죽은눈애삼백안이내 심장폭팔함 https://t.co/vWZ6GlrgXV,1,"What the heck, Kim Gyeom's dead eyes are exploding my heart within 300 minutes https://t.co/vWZ6GlrgXV"
846,"자기도 요즘따라 자주, 그리고 많이 기연이한테 흔들리고 있다는 걸 알고 있어. 이러다가 자칫 잘못해서 마음이 쏟아지기라도 하면 어쩌나 싶기도 하고. 자기가 손 쓰지도 못하고 흘러넘친 마음 때문에 기엱이가 상처 받는 걸 알면서도 아직 채는 확신이 들지 않아.",1,"I know that I too am often swayed by Giyeon these days. At times like this, I wonder what would happen if I made a mistake and my heart spilled out. Even though he knows that Kiyeon is hurt because of his overflowing feelings that he couldn't even do anything about, Chae is still not convinced."
847,"#발로란트
#경쟁전
#실버
#트위치_스트리머

으엌...실버 나와 버렸...(그래도 아이언 탈출^^)",0,"#valorant
#competition
#silver
#twitch_streamer

Ugh...silver came out...(but iron escaped^^)"
848,어디까지나 내가 더이상 이게임 하드하게 하고 있지않아서 대충 만족하는거고ㅋㅋ... 옵션까지 맞추는 짓은 난 죽어도 못함,1,"In any case, I'm just roughly satisfied since I'm not playing this game hard anymore haha... I can't even kill myself for adjusting the options."
849,나를 배구의 세계로 이끌어준 아빠랑 배구 보는 중~~~ 짱정아 힘내요 🔥,0,"Watching volleyball with my dad who introduced me to the world of volleyball~~~ Cheer up, Jjangjeong 🔥"
850,"우리 방탄과아미 서가대 4관왕 축하해요🎉🎉🎉🏆🏆🏆🏆

#방탄소년단_서가대_본상_축하해
#방탄소년단_서가대_음원상_축하해
#방탄소년단_서가대_앨범상_축하해
#방탄소년단_서가대_후즈팬덤상_축하해 
 @BTS_twt https://t.co/VUJZ1u7JiW",0,"Congratulations to BTS and ARMY on winning 4 awards🎉🎉🎉🏆🏆🏆🏆

#BTS_Seogadae_MainSang_Congratulations
#BTS_Seoul_Song_Award_Congratulations
#BTS_Seoul_Album_Award_Congratulations
#BTS_Seodae_WhosFandom_Award_Congratulations 
 @BTS_twt https://t.co/VUJZ1u7JiW"
851,"여러분들은 다들 진로가 무엇인가요!!?
진로.. 정해야되는데.. 하고싶은건 있는뎅.. 고민이 많아서..!ㅎ",0,"What is everyone’s career path!!?
I have to decide on a career path.. There is something I want to do, but I have a lot of worries..! haha"
852,"""와. 좋아. 저거면 220볼트 전력을 안정되게 공급받을 수 있어. 질량분석계에 딱이잖아. 정말 완벽하군."" ...
나는 그 텅 빈 방을 우리가 언제나 계획하고 꿈꿔왔던 실험실과 비교하지 않고, 그 자체로 받아들이고, 열심히 노력하면 얼마든지 바꿀 수 있는 가능성을 본 빌의 눈에 감탄했다.
(랩 걸)",1,"""Wow. Great. That'll give us a steady 220 volt power supply. It'll be perfect for the mass spectrometer. It's perfect."" ...
I was amazed at Bill's eyes, which didn't compare the empty room to the lab we'd always planned and dreamed of, but rather accepted it for what it was, and saw the potential for change if we worked hard enough.
(Lab Girl)"
853,뉴비는 슬퍼요...,1,Newbie is sad...
854,"재밌어보이는 트레틀이 있길래 후다닥 대충 해봄
아 이런 열등감 뭐 이런 거 너무 좋아 https://t.co/spoMoGaj1g",0,"There was a trek that looked fun, so I gave it a try.
Ah, I really like this feeling of inferiority or something like that https://t.co/spoMoGaj1g"
855,청량미쳣나 죽도록사랑해 https://t.co/xPR9CUKaRd,1,"Refreshing beauty, I love you to death https://t.co/xPR9CUKaRd"
856,극락행 https://t.co/6pb2TcS2V9,0,Bound to Paradise https://t.co/6pb2TcS2V9
858,"할머니, 할아버지, 삼촌들, 이모할머니, 숙모할머니 성화에 넋이 쏙 빠짐. 그나마 코로나 핑계대며 커트해서 천만다행...난 책가방, 실내화, 신발주머니만 준비하고 땡이었는데, 주변에서 하도 볶으니 뭘 더 해야 하나 불안하던 참이었는데...",1,"I was completely entranced by the images of my grandmother, grandfather, uncles, aunts, and aunts. At least I'm glad I made the excuse of Corona to get my hair cut... I only prepared a school bag, indoor slippers, and a shoe bag, but I was worried about what else I should do since people around me were harassing me so much..."
859,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 차 소분 판매는 안 하시나요…
● 주로 즐겨 드시는 다식이 있…
● 하동녹차 설명하신 사진에 나…
● 언제라도 다시 공구 열어주실…
#질문상자 #익명질문모집중

https://t.co/0XN4HlcnBo",0,"We are looking for anonymous questions from everyone!

Recently answered questions
● Do you not sell small portions of tea?
● Is there a dessert you usually enjoy…
● In the photo you described Hadong Green Tea...
● Please open the tool again at any time…
#Question box #Recruiting anonymous questions

https://t.co/0XN4HlcnBo"
860,운동하고 오려했는데 동아리 세미나 참석하래..,0,"I was going to exercise and come, but they told me to attend a club seminar.."
861,"오랜만에 야자 2교시까지 함

죽겠어요",1,"It's been a while since I made it to second period.

I'm dying"
862,괴롭다,0,pain
863,나나미 달라고요; https://t.co/Aqoy6yBeyA,0,I want Nanami; https://t.co/Aqoy6yBeyA
864,이제 진짜 잔다 진짜로 진짜진짜진짜로 https://t.co/WJrAp0wMpT,0,Now I'm really sleeping really really really really https://t.co/WJrAp0wMpT
865,개찔린다 계속 새로고침하던 나때문에 터진 느낌,0,I feel like I exploded because of me who kept reloading.
866,"처음 광주에서
폭력진압이 일어났을때
시민이 거들지 않아
데모가 진압되었다면
대학생 수백명이
감옥에 들어갔지언정
죽지는 않았다.

내 생각이
그렇다는 것이지
너에게
강요하지는 않는다만
너는 왜 나를 비아냥 거리고
너의 생각을
강요하느냐?

설득이 아닌 강요가
꼰대다.
너는 젊꼰이다. https://t.co/KxRBKguQqf",1,"When the violent suppression first occurred in Gwangju,
if the citizens did not intervene and the demonstration was suppressed,
hundreds of college students would have been jailed,
but they would not have died.

That's what I think,
but I'm not forcing it on you,
but why are you mocking me and forcing your thoughts on me?

Forcing, not persuasion, is
old-fashioned.
You're a young old-fashioned person. https://t.co/KxRBKguQqf"
867,준이 생일에 컴백 기사 축배를 들자,0,Let's celebrate Jun's comeback on his birthday
868,"우찬아...
내가이 팀이 정말 싫어서 선발으로 뛰는 사람이 아니라서 기뻐해야 겠어
적어도 나는 우리 우찬이 게임에서 고통받는 것을 보지 않고 있습니까 
이 팀이 정말 싫어요 그냥 떠나면 안돼？
우찬이은 너무 소중하고 벤치에 앉을 자격이 없습니까 
나는 상황이 정말 싫어",1,"Woochan...
I should be glad I'm not the starter because I really hate this team.
At least I'm not seeing our Woochan suffer in the game 
I really hate this team. Can't I just leave?
Is Woochan too precious and doesn’t deserve to sit on the bench? 
I really hate the situation"
869,느악 기찮아 죽겟내,1,"It's so annoying, I'm going to die"
870,미친거아냐?자살하고싶음 저사진보니까,1,Are you crazy? I want to commit suicide after seeing that picture.
871,세번째는 뭐임ㅋ ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋ ㅋㅋ  ㅋ ㅋ ㅋㅋㄹㄹㄱㅋㄹㅋㅋ 아 존나웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/nNdMUpnymP,0,What's the third one? Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha.
872,74화까지봤는데미칠꺼같다 https://t.co/VzfAydFhBl,0,I watched up to episode 74 and it’s driving me crazy https://t.co/VzfAydFhBl
873,"절 안 하셔도 돼요.. 상처받지 않았으니 걱정 말아요. 

 https://t.co/GNQXO86MlI",1,"You don’t have to bow down.. I’m not hurt, so don’t worry. 

 https://t.co/GNQXO86MlI"
874,다시는 분위기에 취해서 아무거나 삼키지 않겠습니다...... 아 죽겠다.....,1,"I will never again get drunk on the atmosphere and swallow anything... Ah, I'm dying..."
875,현재 2030의 성비는 심하게 불균형하여 2020년 12월 기준 20대 남성은 20대 여성보다 34만여 명 더 많습니다. 이는 남성의 연애 좌절과도 연관이 있습니다. 국가적 규모의 페미사이드에 대해 ‘신붓감’이 죽었다며 분노하는 반응에서 그 흔적이 선명히 드러납니다. (5/7) https://t.co/jYuBznFEkP,1,"Currently, the gender ratio in 2030 is severely imbalanced, and as of December 2020, there are about 340,000 more men in their 20s than women in their 20s. This is also related to men's romantic frustration. Traces of this are clearly evident in the angry response to femicide on a national scale, claiming that the ‘bride’ has died. (5/7) https://t.co/jYuBznFEkP"
876,두시간넘게 계속울어서 죽을거같은데 내일은 또 어떻게봐,1,I feel like I'm going to die from crying for over two hours. How can I see you tomorrow?
877,"지금도 가능합니다 여유있어요 (o^^o) 

 https://t.co/J4jdP2VxYT",0,"It's still possible. I have time (o^^o) 

 https://t.co/J4jdP2VxYT"
878,슥슥 https://t.co/K9q7zkJN8V,0,Swish https://t.co/K9q7zkJN8V
879,"완성!!!
뿌듯😆💕 https://t.co/wTgzMrbPt3",0,"complete!!!
Proud😆💕 https://t.co/wTgzMrbPt3"
880,피 아니냐고 https://t.co/L3X8rk8K6T,0,Isn’t it blood? https://t.co/L3X8rk8K6T
881,"힘들다,,,
낚시는,,, 진짜 힘들다,,,",0,"it's tough,,,
Fishing is really hard..."
882,그냥 자고 일찍 일어날까...?,0,Should I just sleep and wake up early...?
883,자고일어났는데 죽을 뻔 해써요.. 전기장판 53도 무슨일이야..8ㅡ8 일어났는데 바베큐 될 뻔..,1,I woke up and almost died.. What happened to the electric blanket 53?.. 8ㅡ8 I woke up and almost got barbecued..
884,근데 영화 너무 여성향이라 당황함;;,0,But I was embarrassed because the movie was too female-oriented;;
885,진짜 왜이렇게 귀여워 ㅠㅜ,0,Why are you so cute ㅠㅜ
886,졸리다... https://t.co/d4VutJxdqj,0,I'm sleepy... https://t.co/d4VutJxdqj
887,피곤할 때 성격 나오려는 것 좀 고쳐야되는데,1,I need to fix my tendency to show off when I'm tired.
888,걔 그리는 법을 까먹엇어요  (일단 안죽엇음을 알리고 떠남) https://t.co/cTtBgAXo4K,1,I forgot how to draw him (I left after telling him he wasn't dead) https://t.co/cTtBgAXo4K
889,"#다같이_건강검진을_해봅시다
물 : 1.5리터 마셔/~~~~
운동 : 하루에 만보걸어요~!!!
수면시간 : ..? 10시에 잠
카페인 : 믹스커피
술 : 즐겨마시지는 않ㅇ
담배 : 쒯!!!!
스트레스 : https://t.co/BuXNTW6rTr",1,"#Let’s all do a health checkup together
Water: Drink 1.5 liters/~~~~
Exercise: Walk 10,000 steps a day~!!!
Sleep time:..? sleep at 10
Caffeine: Mixed coffee
Alcohol: I don’t like to drink it.
Cigarette: Tsk!!!!
Stress: https://t.co/BuXNTW6rTr"
890,"&gt;&gt;&gt;&gt;&gt;집중&lt;&lt;&lt;&lt;&lt;
저희 결혼합니다. 아니 했습니다. https://t.co/MSMoAr4pW1",1,"&gt;&gt;&gt;&gt;&gt;Focus&lt;&lt;&lt;&lt;&lt;
We are getting married. No, I didn't. https://t.co/MSMoAr4pW1"
891,"저 지금 축제라구요
막 심장이 날뛴다구요
사랑한다구요
미치겠다구요
요정이라구요공주라구요말랑짭살머리에뽀뽀해주고싶다구요맬렁공주를어덕게안사랑해",0,"It's a festival right now
My heart is racing
I love you
I'm going crazy
It's a fairy. It's a princess. I want to kiss its soft, salty head. I don't love Princess Melong."
892,"사람의 생명은 민들레 홀씨가 아닌데..

자궁 안에서 죽지 않게 지켜내면,
자궁밖으로 나오면서 민들레 홀씨처럼
어딘가에서 뿌리 내리고 자라는것 처럼
이 사회는 믿고 있는것 같다.",1,"A person's life is not a dandelion seed...

If you keep it from dying in the womb,
Coming out of the womb, like dandelion seeds
As if taking root and growing somewhere
This society seems to believe it."
893,"트레센 학원의 양호실에선 무슨 일이 벌어지는 걸까?
게으름, 비만, 불면증이 낫는다",1,"What happens in the nurse's office at Tresen Academy?
Cures laziness, obesity, and insomnia"
894,뒷계에서나 가서 할법한 이야기들을 갑자기 감정이 복받혀 올라서 싸질러버렸네요. 올린 트윗들은 지울게요,1,"All of a sudden, I got so emotional that I started talking about things that could have been said in the backroom. I will delete the tweets you posted."
895,으어 재체기 나오다 안 나올려는거 온힘 집중 다해서 겨우 재체기 해버려쓰...☆ https://t.co/7YOAXGZ9Y3,1,"Ugh, I tried to concentrate all my strength on trying not to come up with a re-screen, but I finally managed to get a re-check...☆ https://t.co/7YOAXGZ9Y3"
896,알람 사라져 그래서 슬퍼~~~,1,The alarm disappears so I’m sad~~~
897,18. 스트레스 푸는 방법  잠 푹 자고 일어나기!,1,18. How to relieve stress: Sleep well and wake up!
898,서커스 묘기 보는 줄 ㅇㅅㅇ https://t.co/hI1YufNHRI,0,It's like watching a circus trick https://t.co/hI1YufNHRI
899,소녀의 절망 20200712 https://t.co/hcXHB166yK,1,Girl's Despair 20200712 https://t.co/hcXHB166yK
900,아ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 눙물 주르륵 https://t.co/pa6DHAFVzL,0,Ah ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ Water rushing https://t.co/pa6DHAFVzL
901,밖에 눈 너무 많이 오는데 ㅜㅠㅠ 학원 가다가 얼어죽을 듯,1,There's so much snow outside ㅜㅠㅠ I feel like I'm freezing to death on the way to the academy.
902,"생각해보니까 의사분들이 돈이 많은이유를 얼핏알수있을거같은게 잘버는 직종이라는것도 있는데 시도때도없는 응급실환자와 당직과 오프라고해도 존1나 피곤해서 시체처럼 누워서 죙일 자거나 논문읽고 연구해야해서 저절로 쓰고싶어도 쌓이는거 아닐까

라고 생각함",1,"When I think about it, I can see why doctors make a lot of money. It's a good job, but even if I'm on call and off duty with emergency room patients all the time, I'm so tired that I lie down like a corpse and sleep all day, or I have to read papers and research, so I want to write on my own. Isn't it accumulating?

I thought"
903,진짜 죽고싶어......,1,I really want to die...
904,벌써 지쳐부러,0,I'm already tired
905,ㅋㅋㅋㅋㅋㅋㅋ아 오늘 귀여워 죽겠네ㅠㅠㅠㅠ오빠달려 모야 히재야ㅜㅠㅠㅠㅠㅠㅠㅠ호기심대왕 모야ㅠㅠㅠㅠ,1,"Hahahahahahaha you're so cute today I'm dyingㅠㅠㅠㅠOppa, run to Moya hijaeㅜㅠㅠㅠㅠㅠㅠㅠMoya is the king of curiosityㅠㅠㅠㅠ"
906,가끔 우울함을 즐겨야 할 때 찾게 되는 곡 https://t.co/hNLIyRDbAY,1,A song I sometimes turn to when I need to enjoy the depression https://t.co/hNLIyRDbAY
907,"아...기미재.....
울 #희재  매번 나한테 감동을 주네
현생에서 입으로만 죽겠다 죽겠다하다가
이제는 죽는게 이렇게 파리목숨처럼
버티는것 보다 행복하겠다 하며
비관적으로 지내는데
고마워 누나 금요일까지 잘 살아볼게🥲

#김희재 웨이브에 벅차오르는
사람 나야 나야 나(수찬이ver) https://t.co/dSIypKQc48",1,"Ah...Kimijae.....
#Heejae impresses me every time
In this life, I only say I'm going to die, and I'm going to die.
Now dying is like being a fly
He said he would be happier than holding on
I'm being pessimistic
Thank you, sister, I will live well until Friday🥲

#Overwhelmed by Kim Hee-jae’s wave
It's me, it's me, it's me (Suchan ver.) https://t.co/dSIypKQc48"
908,"너무피곤하지만
너무피곤해
잠은 절망 위에서 자주세요 제발",1,"I'm so tired though
I'm so tired
Please sleep often in despair"
909,작업하묜서 먹을려고 스무디 샀는데 아무맛도 안남... 집 앞에 카페.. 다신 안가 https://t.co/t367tAQgs0,0,"I bought a smoothie to eat while working, but it didn't taste like anything... There's a cafe in front of my house... I'll never go there again https://t.co/t367tAQgs0"
910,"제가 이러고 있습니다
대갈치기만 열심히 하고 잇습니다
전부 장발이라 행복하지만 양심에 찔립니다
죄송합니다
사랑합니다
이렇게 앞으로 21명을 더 그리고 오겠습니다 https://t.co/RPUEpUDIx6",0,"I am doing this
I'm just working hard at grinding my teeth.
I'm happy because everyone has long hair, but my conscience pricks me.
sorry
i love you
We will draw 21 more people like this https://t.co/RPUEpUDIx6"
911,"박슬
기부활
크 와왕",0,"boxul
donation bow
Kwawang"
912,큰새만 얻으면..!!,0,As long as you get the big bird..!!
913,"제 친구 라찌의 사진을 드리겠습니다
멍푸:귀여워 https://t.co/RPk0DTtjOX",0,"Here's a picture of my friend Lazzi.
Mengfu: Cute https://t.co/RPk0DTtjOX"
914,귀엽다 얼른 쑥쑥 자라렴 https://t.co/nQXwDaDCOH,0,"You're cute, grow up quickly https://t.co/nQXwDaDCOH"
915,안녕하세요 죽은사람입니다 제가 차 빚을 지고 갔었는데... 차가 그대로 잇네요 집에도..... (나도 못 마셨음),1,"Hello, I'm a dead person. I owed money for the car... but the car is still there, not even at home... (I couldn't drink it either)"
